Category,Fuel,Segment,Euro Standard,Technology,Pollutant,Mode,Road Slope,Load,Min Speed [km/h],Max Speed [km/h],Alpha,Beta,Gamma,Delta,Epsilon,Zita,Hta,Thita,Reduction Factor [%],Bio Reduction Factor [%],120,EF [g/km] or ECF [MJ/km]
Passenger Cars,Petrol,Small,ECE 15/02,,CH4,Urban Off Peak,,,10,130,0,0,131,0,0,0,1000,0,"0,0%","0,0%",120,"0,131"
Passenger Cars,Petrol,Small,ECE 15/02,,CH4,Rural,,,10,130,0,0,86,0,0,0,1000,0,"0,0%","0,0%",120,"0,086"
Passenger Cars,Petrol,Small,ECE 15/02,,CH4,Highway,,,10,130,0,0,41,0,0,0,1000,0,"0,0%","0,0%",120,"0,041"
Passenger Cars,Petrol,Small,ECE 15/03,,CO,,,,10,130,0,"-0,004","0,344","4,7",0,0,"0,01",0,"0,0%","0,0%",120,"10,0497"
Passenger Cars,Petrol,Small,ECE 15/03,,NOx,,,,10,130,"0,01","-0,349","67,072",0,0,0,"41,5",0,"0,0%","0,0%",120,"4,208"
Passenger Cars,Petrol,Small,ECE 15/03,,VOC,,,,10,130,0,"-0,002","-0,014","4,94",0,"-0,003","0,12",0,"0,0%","0,0%",120,"0,9696"
Passenger Cars,Petrol,Small,ECE 15/03,,PM Exhaust,Urban Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0032"
Passenger Cars,Petrol,Small,ECE 15/03,,PM Exhaust,Urban Off Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0032"
Passenger Cars,Petrol,Small,ECE 15/03,,PM Exhaust,Rural,,,10,130,0,0,"0,002",0,0,0,1,0,"0,0%","0,0%",120,"0,0018"
Passenger Cars,Petrol,Small,ECE 15/03,,PM Exhaust,Highway,,,10,130,0,0,"0,002",0,0,0,1,0,"0,0%","0,0%",120,"0,0019"
Passenger Cars,Petrol,Small,ECE 15/03,,FC,,,,10,130,"0,002","-0,126","22,849","50,46","-0,001","0,203","2,89",0,"0,0%","0,0%",120,"2,7471"
Passenger Cars,Petrol,Small,ECE 15/03,,CH4,Urban Peak,,,10,130,0,0,131,0,0,0,1000,0,"0,0%","0,0%",120,"0,131"
Passenger Cars,Petrol,Small,ECE 15/03,,CH4,Urban Off Peak,,,10,130,0,0,131,0,0,0,1000,0,"0,0%","0,0%",120,"0,131"
Passenger Cars,Petrol,Small,ECE 15/03,,CH4,Rural,,,10,130,0,0,86,0,0,0,1000,0,"0,0%","0,0%",120,"0,086"
Passenger Cars,Petrol,Small,ECE 15/03,,CH4,Highway,,,10,130,0,0,41,0,0,0,1000,0,"0,0%","0,0%",120,"0,041"
Passenger Cars,Petrol,Small,ECE 15/04,,CO,,,,10,130,0,"-0,001","-0,017","4,96",0,0,"0,02",0,"0,0%","0,0%",120,"5,0584"
Passenger Cars,Petrol,Small,ECE 15/04,,NOx,,,,10,130,"0,007","0,181","99,427",0,0,0,"69,43",0,"0,0%","0,0%",120,"3,1408"
Passenger Cars,Petrol,Small,ECE 15/04,,VOC,,,,10,130,0,"-0,002","0,067","2,79",0,"-0,001","0,1",0,"0,0%","0,0%",120,"0,75"
Passenger Cars,Petrol,Small,ECE 15/04,,PM Exhaust,Urban Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0032"
Passenger Cars,Petrol,Small,ECE 15/04,,PM Exhaust,Urban Off Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0032"
Passenger Cars,Petrol,Small,ECE 15/04,,PM Exhaust,Rural,,,10,130,0,0,"0,002",0,0,0,1,0,"0,0%","0,0%",120,"0,0018"
Passenger Cars,Petrol,Small,ECE 15/04,,PM Exhaust,Highway,,,10,130,0,0,"0,002",0,0,0,1,0,"0,0%","0,0%",120,"0,0019"
Passenger Cars,Petrol,Small,ECE 15/04,,FC,,,,10,130,"-0,001","0,099","1,937","-18,63","-0,001","0,091","-0,65",0,"0,0%","0,0%",120,"2,4633"
Passenger Cars,Petrol,Small,ECE 15/04,,CH4,Urban Peak,,,10,130,0,0,131,0,0,0,1000,0,"0,0%","0,0%",120,"0,131"
Passenger Cars,Petrol,Small,ECE 15/04,,CH4,Urban Off Peak,,,10,130,0,0,131,0,0,0,1000,0,"0,0%","0,0%",120,"0,131"
Passenger Cars,Petrol,Small,ECE 15/04,,CH4,Rural,,,10,130,0,0,86,0,0,0,1000,0,"0,0%","0,0%",120,"0,086"
Passenger Cars,Petrol,Small,ECE 15/04,,CH4,Highway,,,10,130,0,0,41,0,0,0,1000,0,"0,0%","0,0%",120,"0,041"
Passenger Cars,Petrol,Small,Improved Conventional,,CO,,,,10,130,"0,086","-10,244","507,905",0,0,0,"34,84",0,"0,0%","0,0%",120,"14,9802"
Passenger Cars,Petrol,Small,Improved Conventional,,NOx,,,,10,130,"0,021","2,644","3,868","-58,1","0,005","1,274","23,22",0,"0,0%","0,0%",120,"2,5172"
Passenger Cars,Petrol,Small,Improved Conventional,,VOC,,,,10,130,0,"-0,057","3,701",0,0,0,"1,69",0,"0,0%","0,0%",120,"1,0034"
Passenger Cars,Petrol,Small,Improved Conventional,,PM Exhaust,Urban Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0032"
Passenger Cars,Petrol,Small,Improved Conventional,,PM Exhaust,Urban Off Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0032"
Passenger Cars,Petrol,Small,Improved Conventional,,PM Exhaust,Rural,,,10,130,0,0,"0,002",0,0,0,1,0,"0,0%","0,0%",120,"0,0018"
Passenger Cars,Petrol,Small,Improved Conventional,,PM Exhaust,Highway,,,10,130,0,0,"0,002",0,0,0,1,0,"0,0%","0,0%",120,"0,0019"
Passenger Cars,Petrol,Small,Improved Conventional,,FC,,,,10,130,"0,067","-7,309","417,418",0,0,0,"118,43",0,"0,0%","0,0%",120,"4,3126"
Passenger Cars,Petrol,Small,Improved Conventional,,CH4,Urban Peak,,,10,130,0,0,131,0,0,0,1000,0,"0,0%","0,0%",120,"0,131"
Passenger Cars,Petrol,Small,Improved Conventional,,CH4,Urban Off Peak,,,10,130,0,0,131,0,0,0,1000,0,"0,0%","0,0%",120,"0,131"
Passenger Cars,Petrol,Small,Improved Conventional,,CH4,Rural,,,10,130,0,0,86,0,0,0,1000,0,"0,0%","0,0%",120,"0,086"
Passenger Cars,Petrol,Small,Improved Conventional,,CH4,Highway,,,10,130,0,0,41,0,0,0,1000,0,"0,0%","0,0%",120,"0,041"
Passenger Cars,Petrol,Small,Open Loop,,CO,,,,10,130,"0,002","-0,314","14,876",0,0,0,"0,83",0,"0,0%","0,0%",120,"13,322"
Passenger Cars,Petrol,Small,Open Loop,,NOx,,,,10,130,"0,022","2,694","0,44","-63,78","0,006","1,634","29,77",0,"0,0%","0,0%",120,"2,0281"
Passenger Cars,Petrol,Small,Open Loop,,VOC,,,,10,130,0,"-0,074","3,802",0,0,0,"1,74",0,"0,0%","0,0%",120,"0,7954"
Passenger Cars,Petrol,Small,Open Loop,,PM Exhaust,Urban Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0032"
Passenger Cars,Petrol,Small,Open Loop,,PM Exhaust,Urban Off Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0032"
Passenger Cars,Petrol,Small,Open Loop,,PM Exhaust,Rural,,,10,130,0,0,"0,002",0,0,0,1,0,"0,0%","0,0%",120,"0,0018"
Passenger Cars,Petrol,Small,Open Loop,,PM Exhaust,Highway,,,10,130,0,0,"0,002",0,0,0,1,0,"0,0%","0,0%",120,"0,0019"
Passenger Cars,Petrol,Small,Open Loop,,FC,,,,10,130,"0,055","-6,511","402,756",0,0,0,"107,55",0,"0,0%","0,0%",120,"3,8552"
Passenger Cars,Petrol,Small,Open Loop,,CH4,Urban Peak,,,10,130,0,0,131,0,0,0,1000,0,"0,0%","0,0%",120,"0,131"
Passenger Cars,Petrol,Small,Open Loop,,CH4,Urban Off Peak,,,10,130,0,0,131,0,0,0,1000,0,"0,0%","0,0%",120,"0,131"
Passenger Cars,Petrol,Small,Open Loop,,CH4,Rural,,,10,130,0,0,86,0,0,0,1000,0,"0,0%","0,0%",120,"0,086"
Passenger Cars,Petrol,Small,Open Loop,,CH4,Highway,,,10,130,0,0,41,0,0,0,1000,0,"0,0%","0,0%",120,"0,041"
Passenger Cars,Petrol,Small,Euro 1,,CO,,,,5,130,"0,001","-0,079","8,694",0,"-0,001","0,1","0,78",0,"0,0%","0,0%",120,"3,1088"
Passenger Cars,Petrol,Small,Euro 1,,NOx,,,,5,130,"0,001","-0,058","3,055",0,0,0,"5,82",0,"0,0%","0,0%",120,"0,6726"
Passenger Cars,Petrol,Small,Euro 1,,VOC,,,,5,130,0,"-0,009","1,844",0,"-0,002","0,243","1,37",0,"0,0%","0,0%",120,"0,1323"
Passenger Cars,Petrol,Small,Euro 1,,PM Exhaust,Urban Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0032"
Passenger Cars,Petrol,Small,Euro 1,,PM Exhaust,Urban Off Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0032"
Passenger Cars,Petrol,Small,Euro 1,,PM Exhaust,Rural,,,10,130,0,0,"0,002",0,0,0,1,0,"0,0%","0,0%",120,"0,0018"
Passenger Cars,Petrol,Small,Euro 1,,PM Exhaust,Highway,,,10,130,0,0,"0,002",0,0,0,1,0,"0,0%","0,0%",120,"0,0019"
Passenger Cars,Petrol,Small,Euro 1,,FC,,,,5,130,0,"0,075","12,198",0,"-0,001","0,189","1,46",0,"0,0%","0,0%",120,"2,3826"
Passenger Cars,Petrol,Small,Euro 1,,CH4,Urban Peak,,,10,130,0,0,26,0,0,0,1000,0,"0,0%","0,0%",120,"0,026"
Passenger Cars,Petrol,Small,Euro 1,,CH4,Urban Off Peak,,,10,130,0,0,26,0,0,0,1000,0,"0,0%","0,0%",120,"0,026"
Passenger Cars,Petrol,Small,Euro 1,,CH4,Rural,,,10,130,0,0,16,0,0,0,1000,0,"0,0%","0,0%",120,"0,016"
Passenger Cars,Petrol,Small,Euro 1,,CH4,Highway,,,10,130,0,0,14,0,0,0,1000,0,"0,0%","0,0%",120,"0,014"
Passenger Cars,Petrol,Small,Euro 2,,CO,,,,5,130,0,"0,006","2,34",0,"-0,001","0,135","0,04",0,"0,0%","0,0%",120,"1,3159"
Passenger Cars,Petrol,Small,Euro 2,,NOx,,,,5,130,0,"-0,029","0,953",0,"0,001","-0,079","3,36",0,"0,0%","0,0%",120,"0,193"
Passenger Cars,Petrol,Small,Euro 2,,VOC,,,,5,130,0,"-0,007","2,048","0,9","-0,005","0,826","0,37",0,"0,0%","0,0%",120,"0,0462"
Passenger Cars,Petrol,Small,Euro 2,,PM Exhaust,Urban Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0032"
Passenger Cars,Petrol,Small,Euro 2,,PM Exhaust,Urban Off Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0032"
Passenger Cars,Petrol,Small,Euro 2,,PM Exhaust,Rural,,,10,130,0,0,"0,002",0,0,0,1,0,"0,0%","0,0%",120,"0,0018"
Passenger Cars,Petrol,Small,Euro 2,,PM Exhaust,Highway,,,10,130,0,0,"0,002",0,0,0,1,0,"0,0%","0,0%",120,"0,0019"
Passenger Cars,Petrol,Small,Euro 2,,FC,,,,5,130,"0,001","-0,048","17,5",0,"-0,001","0,206","1,93",0,"0,0%","0,0%",120,"2,2897"
Passenger Cars,Petrol,Small,Euro 2,,CH4,Urban Peak,,,10,130,0,0,17,0,0,0,1000,0,"0,0%","0,0%",120,"0,017"
Passenger Cars,Petrol,Small,Euro 2,,CH4,Urban Off Peak,,,10,130,0,0,17,0,0,0,1000,0,"0,0%","0,0%",120,"0,017"
Passenger Cars,Petrol,Small,Euro 2,,CH4,Rural,,,10,130,0,0,13,0,0,0,1000,0,"0,0%","0,0%",120,"0,013"
Passenger Cars,Petrol,Small,Euro 2,,CH4,Highway,,,10,130,0,0,11,0,0,0,1000,0,"0,0%","0,0%",120,"0,011"
Passenger Cars,Petrol,Small,Euro 3,GDI,CO,,,,5,130,0,"6,753","42,327",0,"-0,147","20,9","0,59",0,"0,0%","0,0%",120,"2,1426"
Passenger Cars,Petrol,Small,Euro 3,GDI,NOx,,,,5,130,0,"-0,004","0,261",0,0,"-0,034","2,81",0,"0,0%","0,0%",120,"0,076"
Passenger Cars,Petrol,Small,Euro 3,GDI,VOC,,,,5,130,0,"-0,016","0,813",0,"-0,003","0,533","14,6",0,"0,0%","0,0%",120,"0,0388"
Passenger Cars,Petrol,Small,Euro 3,GDI,PM Exhaust,Urban Peak,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0013"
Passenger Cars,Petrol,Small,Euro 3,GDI,PM Exhaust,Urban Off Peak,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0013"
Passenger Cars,Petrol,Small,Euro 3,GDI,PM Exhaust,Rural,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0008"
Passenger Cars,Petrol,Small,Euro 3,GDI,PM Exhaust,Highway,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0012"
Passenger Cars,Petrol,Small,Euro 3,GDI,FC,,,,5,130,0,"0,04","16,396",0,"-0,001","0,205","2,21",0,"0,0%","0,0%",120,"2,2685"
Passenger Cars,Petrol,Small,Euro 3,GDI,CH4,Urban Peak,,,10,130,0,0,3,0,0,0,1000,0,"0,0%","0,0%",120,"0,003"
Passenger Cars,Petrol,Small,Euro 3,GDI,CH4,Urban Off Peak,,,10,130,0,0,3,0,0,0,1000,0,"0,0%","0,0%",120,"0,003"
Passenger Cars,Petrol,Small,Euro 3,GDI,CH4,Rural,,,10,130,0,0,2,0,0,0,1000,0,"0,0%","0,0%",120,"0,002"
Passenger Cars,Petrol,Small,Euro 3,GDI,CH4,Highway,,,10,130,0,0,4,0,0,0,1000,0,"0,0%","0,0%",120,"0,004"
Passenger Cars,Petrol,Small,Euro 3,PFI,CO,,,,5,130,0,"6,753","42,327",0,"-0,147","20,9","0,59",0,"0,0%","0,0%",120,"2,1426"
Passenger Cars,Petrol,Small,Euro 3,PFI,NOx,,,,5,130,0,"-0,004","0,261",0,0,"-0,034","2,81",0,"0,0%","0,0%",120,"0,076"
Passenger Cars,Petrol,Small,Euro 3,PFI,VOC,,,,5,130,0,"-0,016","0,813",0,"-0,003","0,533","14,6",0,"0,0%","0,0%",120,"0,0388"
Passenger Cars,Petrol,Small,Euro 3,PFI,PM Exhaust,Urban Peak,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0013"
Passenger Cars,Petrol,Small,Euro 3,PFI,PM Exhaust,Urban Off Peak,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0013"
Passenger Cars,Petrol,Small,Euro 3,PFI,PM Exhaust,Rural,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0008"
Passenger Cars,Petrol,Small,Euro 3,PFI,PM Exhaust,Highway,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0012"
Passenger Cars,Petrol,Small,Euro 3,PFI,FC,,,,5,130,0,"0,04","16,396",0,"-0,001","0,205","2,21",0,"0,0%","0,0%",120,"2,2685"
Passenger Cars,Petrol,Small,Euro 3,PFI,CH4,Urban Peak,,,10,130,0,0,3,0,0,0,1000,0,"0,0%","0,0%",120,"0,003"
Passenger Cars,Petrol,Small,Euro 3,PFI,CH4,Urban Off Peak,,,10,130,0,0,3,0,0,0,1000,0,"0,0%","0,0%",120,"0,003"
Passenger Cars,Petrol,Small,Euro 3,PFI,CH4,Rural,,,10,130,0,0,2,0,0,0,1000,0,"0,0%","0,0%",120,"0,002"
Passenger Cars,Petrol,Small,Euro 3,PFI,CH4,Highway,,,10,130,0,0,4,0,0,0,1000,0,"0,0%","0,0%",120,"0,004"
Passenger Cars,Petrol,Small,Euro 4,GDI,CO,,,,5,130,0,"-0,033","5,11",0,"0,002","-0,529","37,51",0,"0,0%","0,0%",120,"1,104"
Passenger Cars,Petrol,Small,Euro 4,GDI,NOx,,,,5,130,0,"-0,009","0,577",0,0,0,"5,43",0,"0,0%","0,0%",120,"0,019"
Passenger Cars,Petrol,Small,Euro 4,GDI,VOC,,,,5,130,0,0,"0,047",0,0,0,"4,01",0,"0,0%","0,0%",120,"0,0204"
Passenger Cars,Petrol,Small,Euro 4,GDI,PM Exhaust,Urban Peak,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0013"
Passenger Cars,Petrol,Small,Euro 4,GDI,PM Exhaust,Urban Off Peak,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0013"
Passenger Cars,Petrol,Small,Euro 4,GDI,PM Exhaust,Rural,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0008"
Passenger Cars,Petrol,Small,Euro 4,GDI,PM Exhaust,Highway,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0012"
Passenger Cars,Petrol,Small,Euro 4,GDI,FC,,,,5,130,"0,005","-0,253","20,952",0,"0,001","0,091","3,51",0,"0,0%","0,0%",120,"2,2932"
Passenger Cars,Petrol,Small,Euro 4,GDI,CH4,Urban Peak,,,10,130,0,0,"2,87",0,0,0,1000,0,"0,0%","0,0%",120,"0,0029"
Passenger Cars,Petrol,Small,Euro 4,GDI,CH4,Urban Off Peak,,,10,130,0,0,"2,87",0,0,0,1000,0,"0,0%","0,0%",120,"0,0029"
Passenger Cars,Petrol,Small,Euro 4,GDI,CH4,Rural,,,10,130,0,0,"2,69",0,0,0,1000,0,"0,0%","0,0%",120,"0,0027"
Passenger Cars,Petrol,Small,Euro 4,GDI,CH4,Highway,,,10,130,0,0,"5,08",0,0,0,1000,0,"0,0%","0,0%",120,"0,0051"
Passenger Cars,Petrol,Small,Euro 4,PFI,CO,,,,5,130,0,"-0,033","5,11",0,"0,002","-0,529","37,51",0,"0,0%","0,0%",120,"1,104"
Passenger Cars,Petrol,Small,Euro 4,PFI,NOx,,,,5,130,0,"-0,009","0,577",0,0,0,"5,43",0,"0,0%","0,0%",120,"0,019"
Passenger Cars,Petrol,Small,Euro 4,PFI,VOC,,,,5,130,0,0,"0,047",0,0,0,"4,01",0,"0,0%","0,0%",120,"0,0204"
Passenger Cars,Petrol,Small,Euro 4,PFI,PM Exhaust,Urban Peak,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0013"
Passenger Cars,Petrol,Small,Euro 4,PFI,PM Exhaust,Urban Off Peak,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0013"
Passenger Cars,Petrol,Small,Euro 4,PFI,PM Exhaust,Rural,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0008"
Passenger Cars,Petrol,Small,Euro 4,PFI,PM Exhaust,Highway,,,10,130,0,0,"0,001",0,0,0,1,0,"0,0%","0,0%",120,"0,0012"
Passenger Cars,Petrol,Small,Euro 4,PFI,FC,,,,5,130,"0,005","-0,253","20,952",0,"0,001","0,091","3,51",0,"0,0%","0,0%",120,"2,2932"
Passenger Cars,Petrol,Small,Euro 4,PFI,CH4,Urban Peak,,,10,130,0,0,"2,87",0,0,0,1000,0,"0,0%","0,0%",120,"0,0029"
Passenger Cars,Petrol,Small,Euro 4,PFI,CH4,Urban Off Peak,,,10,130,0,0,"2,87",0,0,0,1000,0,"0,0%","0,0%",120,"0,0029"
Passenger Cars,Petrol,Small,Euro 4,PFI,CH4,Rural,,,10,130,0,0,"2,69",0,0,0,1000,0,"0,0%","0,0%",120,"0,0027"
Passenger Cars,Petrol,Small,Euro 4,PFI,CH4,Highway,,,10,130,0,0,"5,08",0,0,0,1000,0,"0,0%","0,0%",120,"0,0051"
Passenger Cars,Petrol,Small,Euro 5,GDI,CO,,,,5,130,0,"-0,102","6,877","10,38","0,002","-0,438","30,34",0,"0,0%","0,0%",120,"0,9602"
Passenger Cars,Petrol,Small,Euro 5,GDI,NOx,,,,5,130,0,"0,103","0,239","-0,34","0,035","1,986","1,26",0,"0,0%","0,0%",120,"0,011"
Passenger Cars,Petrol,Small,Euro 5,GDI,VOC,,,,5,130,0,"-0,001","0,045","0,17",0,"-0,048","6,21",0,"0,0%","0,0%",120,"0,0111"
Passenger Cars,Petrol,Small,Euro 5,GDI,PM Exhaust,,,,10,130,0,0,"0,007","0,06",0,"-0,088","6,01",0,"0,0%","0,0%",120,"0,0025"
Passenger Cars,Petrol,Small,Euro 5,GDI,FC,,,,5,130,"0,005","-0,253","20,952",0,"0,001","0,091","3,51",0,"0,0%","0,0%",120,"2,2932"
Passenger Cars,Petrol,Small,Euro 5,GDI,CH4,Urban Peak,,,10,130,0,0,"2,87",0,0,0,1000,0,"0,0%","0,0%",120,"0,0029"
Passenger Cars,Petrol,Small,Euro 5,GDI,CH4,Urban Off Peak,,,10,130,0,0,"2,87",0,0,0,1000,0,"0,0%","0,0%",120,"0,0029"
Passenger Cars,Petrol,Small,Euro 5,GDI,CH4,Rural,,,10,130,0,0,"2,69",0,0,0,1000,0,"0,0%","0,0%",120,"0,0027"
Passenger Cars,Petrol,Small,Euro 5,GDI,CH4,Highway,,,10,130,0,0,"5,08",0,0,0,1000,0,"0,0%","0,0%",120,"0,0051"
Passenger Cars,Petrol,Small,Euro 5,PFI,CO,,,,5,130,0,"-0,102","6,877","10,38","0,002","-0,438","30,34",0,"0,0%","0,0%",120,"0,9602"
Passenger Cars,Petrol,Small,Euro 5,PFI,NOx,,,,5,130,0,"0,103","0,239","-0,34","0,035","1,986","1,26",0,"0,0%","0,0%",120,"0,011"
Passenger Cars,Petrol,Small,Euro 5,PFI,VOC,,,,5,130,0,"-0,001","0,045","0,17",0,"-0,048","6,21",0,"0,0%","0,0%",120,"0,0111"
Passenger Cars,Petrol,Small,Euro 5,PFI,PM Exhaust,,,,10,130,0,0,"0,007","0,06",0,"-0,088","6,01",0,"0,0%","0,0%",120,"0,0025"
Passenger Cars,Petrol,Small,Euro 5,PFI,FC,,,,5,130,"0,005","-0,253","20,952",0,"0,001","0,091","3,51",0,"0,0%","0,0%",120,"2,2932"
Passenger Cars,Petrol,Small,Euro 5,PFI,CH4,Urban Peak,,,10,130,0,0,"2,87",0,0,0,1000,0,"0,0%","0,0%",120,"0,0029"
Passenger Cars,Petrol,Small,Euro 5,PFI,CH4,Urban Off Peak,,,10,130,0,0,"2,87",0,0,0,1000,0,"0,0%","0,0%",120,"0,0029"
Passenger Cars,Petrol,Small,Euro 5,PFI,CH4,Rural,,,10,130,0,0,"2,69",0,0,0,1000,0,"0,0%","0,0%",120,"0,0027"
Passenger Cars,Petrol,Small,Euro 5,PFI,CH4,Highway,,,10,130,0,0,"5,08",0,0,0,1000,0,"0,0%","0,0%",120,"0,0051"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI,CO,,,,5,130,"0,001","-0,18","11,297","16,9","0,003","-0,719","50,79",0,"0,0%","0,0%",120,"0,8173"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI,NOx,,,,5,130,"-0,001","0,139","0,193","-0,49","0,034","2,293","0,41",0,"0,0%","0,0%",120,"0,0104"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI,VOC,,,,5,130,0,"-0,001","0,048","0,03",0,"-0,084","6,35",0,"0,0%","0,0%",120,"0,0119"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI,PM Exhaust,,,,10,130,0,0,"0,009","0,04",0,"-0,078","6,02",0,"0,0%","0,0%",120,"0,0023"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI,FC,,,,5,130,"0,005","-0,253","20,952",0,"0,001","0,091","3,51",0,"0,0%","0,0%",120,"2,2932"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI,CH4,Urban Peak,,,10,130,0,0,"2,87",0,0,0,1000,0,"0,0%","0,0%",120,"0,0029"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI,CH4,Urban Off Peak,,,10,130,0,0,"2,87",0,0,0,1000,0,"0,0%","0,0%",120,"0,0029"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI,CH4,Rural,,,10,130,0,0,"2,69",0,0,0,1000,0,"0,0%","0,0%",120,"0,0027"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI,CH4,Highway,,,10,130,0,0,"5,08",0,0,0,1000,0,"0,0%","0,0%",120,"0,0051"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,PFI,CO,,,,5,130,"0,001","-0,18","11,297","16,9","0,003","-0,719","50,79",0,"0,0%","0,0%",120,"0,8173"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,PFI,NOx,,,,5,130,"-0,001","0,139","0,193","-0,49","0,034","2,293","0,41",0,"0,0%","0,0%",120,"0,0104"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,PFI,VOC,,,,5,130,0,"-0,001","0,048","0,03",0,"-0,084","6,35",0,"0,0%","0,0%",120,"0,0119"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,PFI,PM Exhaust,,,,10,130,0,0,"0,009","0,04",0,"-0,078","6,02",0,"0,0%","0,0%",120,"0,0023"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,PFI,FC,,,,5,130,"0,005","-0,253","20,952",0,"0,001","0,091","3,51",0,"0,0%","0,0%",120,"2,2932"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,PFI,CH4,Urban Peak,,,10,130,0,0,"2,87",0,0,0,1000,0,"0,0%","0,0%",120,"0,0029"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,PFI,CH4,Urban Off Peak,,,10,130,0,0,"2,87",0,0,0,1000,0,"0,0%","0,0%",120,"0,0029"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,PFI,CH4,Rural,,,10,130,0,0,"2,69",0,0,0,1000,0,"0,0%","0,0%",120,"0,0027"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,PFI,CH4,Highway,,,10,130,0,0,"5,08",0,0,0,1000,0,"0,0%","0,0%",120,"0,0051"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI+GPF,CO,,,,5,130,"0,001","-0,18","11,297","16,9","0,003","-0,719","50,79",0,"0,0%","0,0%",120,"0,8173"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI+GPF,NOx,,,,5,130,"-0,001","0,139","0,193","-0,49","0,034","2,293","0,41",0,"0,0%","0,0%",120,"0,0104"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI+GPF,VOC,,,,5,130,0,"-0,001","0,048","0,03",0,"-0,084","6,35",0,"0,0%","0,0%",120,"0,0119"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI+GPF,PM Exhaust,,,,10,130,0,0,"0,009","0,04",0,"-0,078","6,02",0,"0,0%","0,0%",120,"0,0023"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI+GPF,FC,,,,5,130,"0,005","-0,253","20,952",0,"0,001","0,091","3,51",0,"0,0%","0,0%",120,"2,2932"
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI+GPF,CH4,Urban Peak,,,10,130,0,0,"2,87",0,0,0,1000,0,"0,0%","0,0%",120,"0,0029"
